Col0,Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Col21,Col22,Col23,Col24,Col25,Col26,Col27,Col28,Col29,Col30,Col31
0.31676865,1.0971289,0.3430802,2.222469,2.0651348,-0.08105421,-0.98616064,0.21180871,-0.7160966,0.9270917,-0.050060164,3.2630665,0.089478426,-1.3834175,-1.1000485,0.3002766,0.3182922,-1.2920452,-0.7130342,-0.7812893,-0.12430925,-1.2728306,-0.13767737,-0.47707257,0.21044075,-0.6667702,0.37500277,-0.088107005,0.41358784,-0.54259306,-1.1587948,-0.7963276
1.1573306,0.7122788,-0.63593596,1.2259467,2.075824,1.0196133,-0.890112,-0.2745712,-0.7888494,0.6138661,0.25026506,2.7650485,-0.47758377,-1.7353468,-0.44684368,1.1344453,0.5431386,-1.5159699,0.48707888,-1.6061985,-1.0352614,-0.8595188,0.43340123,-0.276155,-0.40017387,-0.5968708,0.9501629,-0.40413603,0.15137838,-0.34171084,-0.2944494,-1.091855
0.22118413,1.3992863,-0.8985897,0.23067024,2.1323075,1.1218305,-0.36098027,0.16090499,-0.5093453,1.4546542,0.5764859,2.5306242,1.3054057,-1.6709718,-1.1982156,0.01676839,0.8341669,-1.3639644,-0.5556506,-1.0684962,-0.51503205,-0.77688617,0.11567125,0.5049392,-0.5024281,0.3877805,0.49959657,-0.758802,-1.292036,-0.6038891,-1.0186157,-0.27719605
1.5222718,1.1269721,-0.26423985,0.51744235,1.306508,0.66595596,-0.9025349,0.27931124,-0.3463502,2.4451003,-0.0061460547,2.2034707,0.15582842,-1.8572285,-0.9892325,0.54327023,1.5968069,-1.2427841,-0.41065675,-0.7672199,-0.58652246,-0.8708877,-0.36977243,0.82613593,-0.7218854,-0.17901579,0.25325775,-0.07212862,-1.0330105,-0.7766922,-1.1116533,-0.8110654
1.3469231,-0.07743104,1.058244,2.1090739,0.28601515,0.5144516,-1.0416497,-0.10864625,0.7388746,1.8562744,0.12892169,0.9233694,-0.45887843,-0.9546386,-0.92322934,-0.36831146,2.2044418,-0.37813315,0.24741265,0.0024131536,-0.01095792,-0.59043884,-0.968208,-0.38264823,0.7305434,-0.39824808,-0.6709568,0.55676746,-0.036869943,-1.2860509,-2.3934877,-1.6271651
1.5595585,0.2241926,0.33269662,0.59397393,-0.4677074,-0.8980015,-1.1301776,-0.44280642,-0.3964072,3.0584288,0.534295,0.34867984,0.6542612,-0.6311544,-0.8585732,-0.2905811,2.1108758,0.37211448,0.28603745,-0.09944324,-1.1326891,0.24449934,-0.90505403,2.4944618,0.21632111,-0.6824201,-0.11363146,0.07429846,-0.8972113,-1.5445944,-1.0096577,-0.82450926
0.8693061,-0.15636948,0.4844295,1.0364718,-0.14611055,0.1973835,-0.86869246,0.037962403,0.48109102,2.3877268,0.56064856,1.8259176,-0.40523115,-0.7276943,-0.55268395,-0.24796277,2.5549188,-0.5606435,-0.6571821,0.16471128,-0.5278125,-0.22524934,-1.378298,1.4829122,0.5812124,-0.43944427,-0.34297088,0.056339215,-0.4107086,-1.0032429,-2.5386794,-1.1808767
1.1205493,-0.734794,-0.5363779,1.4345665,-0.7338107,1.7944868,0.052196402,-0.672874,0.2788762,0.9514671,0.82903993,0.9287397,-0.80002725,-0.38800958,-0.62726045,-0.0840424,2.2093208,-0.41685948,2.2625365,-0.7484734,-2.1873739,-0.14751762,-0.75443494,0.3564852,0.18405715,-0.41069168,-1.4768118,0.049964976,-0.20514178,-0.51238,0.5137621,-1.1348935
1.6702617,1.1089739,0.040426828,0.61979544,1.7535499,1.0476878,-1.0274141,-0.2736002,-0.15108216,-0.19891277,-0.29884085,2.5810344,-0.3412325,-1.6726025,-1.2862226,0.5711808,0.30830425,-1.2074503,0.60489494,-1.677211,-1.6980773,-0.31754163,0.42245466,0.41630173,-0.597711,-0.050011367,0.95303535,-0.36381572,0.6129781,-1.2626446,0.4927839,-0.86513233
1.3666233,0.84107745,-0.2052999,0.429381,1.779786,1.0782568,-1.3614712,-0.29093516,-0.62264156,0.076203875,0.6499284,2.6994448,-0.1498297,-1.4864793,-1.5958992,0.73889995,0.33911803,-0.30031717,0.7148113,-1.4638317,-1.2450279,-0.4661145,0.5705748,0.030058537,-0.16326866,-0.02530477,0.93955564,-0.7335406,0.93717134,-1.2866446,-0.45870745,-1.2880648
1.096328,0.5359345,1.3819975,1.0635563,-0.45837507,-0.12882629,-0.24136966,0.9446484,-0.048365973,1.2447758,-0.6571777,1.26634,-0.9985083,0.44352892,0.9487319,-1.4346602,1.8044456,-0.65890807,0.3714012,-0.38539124,-0.051067762,-2.6328735,-0.4936868,1.2095081,0.50832754,-0.7876843,-0.84944516,0.43546915,-1.6989164,-0.56789166,-1.3933583,0.29634488
0.43006998,0.164719,0.23862705,1.4458096,-1.0585817,1.2016932,-0.49454784,-0.25790262,0.45587924,1.2305042,1.3151312,0.97987956,-0.32220012,-1.0402884,-0.9496144,-0.36186242,2.8058054,-0.84146196,1.0307543,0.13201179,-1.6462071,-0.40492076,-1.8772372,0.63646823,1.0523963,-0.18815234,-0.60143584,-0.0565985,-0.2539196,0.09904615,-0.99372935,-1.5602474
0.84598637,0.8435199,-0.09393846,1.3744762,0.63764155,-0.47163314,-1.3955736,-0.123084895,-0.3116512,1.8222518,0.5924762,2.4141712,-1.0861143,-0.32056978,-0.36497265,0.40031564,1.9726459,-0.9878188,-0.10047681,-0.33763093,-0.72080755,-0.24533395,-0.6820543,1.9174613,0.560825,-0.63460535,0.35762087,-1.2365154,0.00930101,-0.7297694,-2.078379,-1.4501683
1.5522346,1.748866,-0.2502171,1.0950005,1.764708,0.2097629,-1.2040259,-0.030629307,-0.9007768,0.48105916,-0.21477325,3.0634127,-0.15335402,-1.2372671,-0.78293717,1.0370741,0.4880602,-1.2858148,-0.13072883,-1.464268,-0.57225895,-0.94499695,0.4406038,0.18624198,-0.17440896,-0.23141639,0.8853719,-0.9197993,0.15433644,-0.9439406,-0.808871,-0.882884
0.37895417,1.5540602,-0.28587916,0.79854083,1.9390942,-0.38482293,-0.98345894,0.083550096,0.8548817,0.22587164,1.407352,2.748526,-0.46491504,-1.11416,-0.21447936,0.58128834,0.5485604,-1.3264892,-0.37809372,-0.094407566,-0.8149377,-1.080662,-0.28252536,0.34151432,-0.2728342,-0.50417995,1.1755165,-0.5889373,0.47404146,-0.65472186,-1.3720983,-2.206605
0.26845598,1.7643737,0.8387428,-0.69437385,0.9782594,-0.16418305,-0.042426173,0.23977318,0.64375454,0.47672442,0.7434082,3.1508932,-0.915027,-1.6011163,-0.6554014,0.22043675,0.612175,-1.1018878,-1.2117732,-1.306106,0.26103398,-1.4498558,-1.0123872,-0.7273554,0.57664657,-0.6820372,0.20668547,0.74346334,0.1818953,1.4405494,-0.6523408,-1.292021
0.772496,1.6046096,1.3525356,-0.6305656,0.48444766,-0.083896875,0.37499166,-0.0085199615,0.8110321,1.9498059,-0.5732416,1.173806,0.8157992,-1.0273218,-0.8151388,-0.62492037,1.3561388,-0.20898858,0.25551677,-0.53478837,0.108343124,-2.5821545,-1.2573056,0.61476064,0.16307253,-1.0964795,-0.49400997,1.3948815,-1.6222664,-0.37411913,-0.37143463,-0.67158395
1.0353556,-0.27178112,-0.78464,1.0314498,-0.41930667,2.4549167,0.8609285,-0.94921714,0.3080885,-0.7454977,1.145323,-0.07400048,-0.5808029,-0.3924894,-0.75223124,0.25360185,1.4102758,-0.64629084,1.9499966,-1.2398022,-2.3388896,0.0009919666,-0.058698982,-0.08018457,0.06957019,0.138833,-1.3198922,0.1913325,0.19476843,-0.4199813,1.5730435,-1.2023076
0.9202822,-0.35222107,-0.2250103,0.91944927,-0.6954973,1.9407167,0.75102484,-0.19798715,-0.7110532,0.44826907,1.5377561,-0.007827563,1.8514103,-1.0696095,-1.3369838,-0.434105,1.7651079,0.38492912,1.1940796,-0.8843319,-1.7634721,-0.6998964,-0.8681496,-0.17420864,-0.9016299,0.42499074,-0.58281827,1.0825223,-1.7873302,0.27453265,0.1785856,-0.5084431
0.7423414,1.1292044,0.779597,1.0151798,2.211205,0.18294203,-0.6117258,0.42386407,-0.30752528,0.4430153,-0.2825989,3.2346616,-0.08240013,-1.3570663,-1.0646138,0.23430286,0.45725235,-1.5468992,-0.716542,-0.71786886,-0.4471085,-1.4033612,-0.49916738,-0.93648326,-0.36585668,-0.32169098,0.6852116,0.8684123,0.27266276,-0.54485524,-1.5053558,-0.59835505
0.22756803,1.7187624,1.2515539,0.47555083,1.3590559,0.30895472,-0.34618753,0.2782586,-0.06367283,0.5348246,0.40349016,3.6022522,-0.93486714,-1.3975644,-0.9007141,0.10454376,0.9813135,-1.5511239,-1.3044481,-0.43553165,-0.13071941,-1.3030114,-0.8783534,-0.26670322,0.20153357,-0.54577756,-0.027899146,0.10011521,0.62300026,-0.15620145,-1.3442513,-0.7912894
1.7013992,0.5969808,0.75920767,0.6289228,-0.6908347,0.75905967,-0.99886686,-0.13342611,1.1601484,1.8439488,-0.324073,1.83959,-0.31948647,-1.1423559,-0.25467753,-0.20537446,1.6371337,0.7024564,-0.059712507,-0.18005617,0.0384151,-1.6770406,-1.12266,-0.6810941,0.80476314,-0.79645616,-0.7959127,0.7110508,-0.2128531,-0.30782875,-0.27237195,-2.4360607
-0.14025345,0.5821407,0.038986392,0.026814163,-0.5272899,2.0791268,0.58722645,0.08222706,-0.09097565,0.9258013,1.2824799,0.057784658,2.2171068,-1.6664445,-1.3746946,-0.5021597,1.7314353,-0.60685945,0.5081688,-0.6530806,-1.3570055,-1.099328,-1.1697727,0.051994488,-0.6191072,0.086089864,-0.6396212,1.021941,-1.7037877,-0.24301115,1.006798,0.4202858
1.1196393,-0.6590146,-0.24891153,1.1614732,-0.027324896,2.4190884,0.43638098,-1.0194944,-0.46638787,-1.091251,0.74157107,0.42478722,-0.6338467,0.063674785,-0.94444925,0.3891038,1.3793364,-0.6117773,2.0892363,-1.0855926,-2.3881726,-0.2354901,0.2051196,-0.2317293,-0.05283441,0.25908002,-0.8198892,0.8251534,-0.15953209,-0.91558534,1.3904772,-1.1849142
1.6510766,0.45513314,0.22671473,0.86201555,0.22827512,-0.21156749,-1.0114882,-0.09827206,0.5441814,2.7793984,-0.6236425,1.5156214,-0.17572993,-0.85235107,-0.08438608,-0.18080705,2.3796363,-0.4133575,-0.04281418,-0.3712533,0.115179546,-0.828581,-1.0821282,1.0243772,0.39436924,-0.7758471,-0.29123813,0.109903604,-0.56364834,-0.98467803,-2.3997126,-1.0172021
-0.48626226,0.98649925,1.0820687,1.1886234,1.505238,0.42595917,-0.18242082,0.13328984,1.1601988,0.1781713,0.22670756,2.1142507,-0.72144336,-0.8621125,-0.7588953,0.35270518,1.3829008,-0.74516773,-0.38060617,-0.15475783,0.38954183,-1.3364786,-1.0677003,0.4305337,0.9277652,-0.92378765,0.1367912,-0.009883351,0.4981804,-0.87734294,-2.908966,-1.714503
0.75143504,0.5651324,-0.5255572,1.1795099,1.3364708,-0.33110964,-1.7527611,-0.14891306,-0.19685663,1.9494509,0.70716524,2.8789797,-0.39844888,-0.9656465,-0.38493955,0.5774529,1.3220128,-1.0278037,-0.109726794,-0.9252151,-0.8868263,-0.514209,-0.4965955,1.5299714,0.07305443,-0.544317,0.6712577,-0.96078837,0.29249358,-0.542245,-1.8221232,-1.0410032
1.5265114,-0.21301997,-0.5523693,0.6569466,-0.769686,0.7460221,-0.67188394,-0.20063213,0.016680095,1.6698805,0.43521234,1.2557423,-0.3741449,-0.807866,-0.5210224,-0.29593134,1.9623822,0.46606338,2.1146173,-0.10752355,-2.1902177,-0.31103334,-0.68554896,0.9961321,0.62127936,-0.5496153,0.25433654,-0.37379295,-0.1504991,-0.7348976,-0.29322043,-2.419408
0.45622393,1.3445076,-0.70866084,-0.12742168,2.1474795,0.6187439,0.043329906,-0.014301089,-0.8306803,0.80435103,1.9621559,2.2822948,1.0751945,-1.3148478,-1.6355556,-0.11828759,0.88152415,-1.1924943,-0.16427773,-1.0616318,-1.2152369,-0.31121582,-0.36291766,0.3536707,-0.6066703,0.3719729,0.93462455,-0.21221676,-1.2472337,-0.18946163,-1.3116602,-0.68128085
0.8016648,1.4176899,0.24618536,0.58254355,2.1274536,0.20284802,0.1330991,0.6538299,-0.4340199,-0.37036526,-0.26636693,3.3054228,-0.5009004,-1.7039217,-1.1425745,0.2983848,0.49772432,-1.4840146,-1.149016,-0.15782118,0.19623376,-1.4345416,-0.49364853,-1.1266986,-0.33836207,-0.1275239,0.89058393,0.21742854,0.37384927,-0.29477933,-1.1432053,-0.38668036
0.46482536,1.5012318,-0.36594722,0.499251,2.0579412,0.3968627,-0.99514675,-0.14598636,-1.0311078,0.37034526,-0.0077976063,3.6956751,-0.36440143,-1.3582139,-0.8144235,1.0978378,0.20685908,-1.2173883,-0.1971882,-1.1133151,-0.2942511,-0.95777535,0.41623813,-0.20430142,-0.16322795,-0.32044047,1.0337882,-0.68039197,0.47252628,-0.43928996,-1.0388181,-0.62165385
0.957729,0.97723883,-0.3303852,-0.038738426,-0.06410369,-0.4530341,-0.25833714,-0.36102048,-0.04293222,0.3679339,2.667421,1.6779575,-1.698359,0.186426,0.6623759,0.7528524,2.1997054,-1.1112595,-0.76265097,-0.0516689,-1.4313042,0.105174124,-0.5824059,0.015869293,0.28771678,0.1719001,0.056730922,0.44472453,-1.0903544,0.8108959,-1.7210618,-2.0966017
0.9759989,-1.0604415,-0.37212223,1.0451249,-0.8446712,2.1645398,0.7447083,-0.91843516,-0.26799262,-0.45732006,0.883617,-0.35039747,-0.14923677,-0.1489315,-0.31067643,-0.052638967,1.3240821,-0.077206,2.6564362,-0.79598486,-1.901882,0.12450834,-0.22365701,-0.8825833,-0.56840587,0.13677555,-1.5361099,0.7051232,-0.39896765,-0.18734245,1.6860555,-0.634765
1.3769056,0.25585198,0.79639834,0.8725998,0.62310064,-0.3518084,-0.74205494,0.08202033,0.3383679,2.2712421,-0.36097908,1.2488914,-0.17885137,-0.8637044,0.19708279,0.15205716,1.9299507,-0.10611352,0.4171006,0.094799794,0.7136536,-1.3021775,-0.65722734,0.23173267,0.52395886,-0.734977,-0.65929294,0.4373149,-0.37993085,-1.4833398,-2.0885916,-2.41645
-0.1810841,0.5670769,1.2479271,0.6054968,1.9868436,0.3657095,0.21685684,0.33425564,0.29107025,0.2852849,-0.025872951,2.5528014,-0.6582792,-0.4780107,-0.55996096,0.07681351,0.87771624,-0.82962984,-0.6801061,0.2649302,0.8878906,-1.4581516,-0.7094248,0.067470506,0.722324,-1.2670472,-0.17448458,0.118092306,0.5814471,-0.6556568,-2.8277776,-1.7629147
0.97368854,1.4661565,-0.19280754,1.4318589,1.2126168,0.08132063,-1.664532,-0.12238524,-0.48931295,1.4503442,0.27300972,2.820034,-0.6326333,-1.0103284,-0.8511014,0.7416279,1.3887023,-1.0495578,-0.5859064,-1.0440297,-0.81889325,-0.44795734,-0.47859251,1.3705289,0.63555163,-0.85075897,0.32200766,-0.46254197,0.23681957,-0.88068426,-1.4614321,-1.1153427
0.70448864,0.94307,0.2161052,1.6180677,1.636893,-0.5020253,-1.4560363,-0.07758215,-0.26331994,1.3854344,0.12654875,2.3883674,-0.6981394,-1.4032242,-0.23651123,0.73774153,1.6126142,-0.87634104,0.032011796,-0.62014586,-0.17844054,-0.84593713,-0.25965446,0.82073295,0.5577691,-0.9021114,0.26701665,-0.95070595,0.50058234,-0.5869429,-2.076247,-1.4583641
1.3601022,1.9609923,1.2313004,0.62113947,0.83416855,0.0030425899,-1.6689693,-0.03796242,-0.15371123,0.6733467,-1.0013816,2.2425299,-0.5562906,-1.6864524,-0.2656735,0.66023195,0.42657936,0.5970607,0.8150576,-1.0781733,-0.8011294,-1.8484024,-0.54155165,0.5694342,0.33600536,-0.98672575,0.92306656,0.128809,0.5206144,-0.43014145,-1.0386267,-1.4696544
1.7624297,1.6163145,-0.389543,1.1318619,0.93766373,0.10868561,-1.1531498,-0.08270859,-0.9059585,0.25880578,-0.19901428,3.483771,-0.7457594,-0.74136496,-0.67813534,0.86786133,0.48175067,-1.3415877,-0.34258273,-1.3030146,-0.55367315,-1.2868196,0.4801049,0.15153629,-0.09149054,0.30896786,1.0108827,-0.6626057,0.612179,-0.6036105,-0.98716575,-1.1697177
0.60782254,1.9179794,-0.06698468,0.6870031,1.4919451,0.1268513,-0.8040075,-0.2194803,-0.93653506,0.62687856,0.13183282,3.6912727,-0.50781894,-1.7265323,-0.6459796,0.99336493,0.3534835,-1.3450652,-0.42268252,-1.5215925,-0.5382246,-1.2659602,0.05351895,-0.39904198,-0.10321118,-0.21338256,0.9488022,-0.05344776,0.22219613,-0.01644915,-0.6622097,-0.47952452
0.8976964,1.9167569,-0.20818397,0.6908344,1.9877374,-0.10654384,-1.017356,-0.26947504,-0.8833292,0.37002787,0.24141175,3.2411356,-0.36975062,-1.4725267,-0.7801531,0.80400974,0.38695616,-1.3900642,-0.42321563,-1.5436594,-0.88787204,-1.1087571,0.083704464,-0.29982245,-0.0042613447,-0.26358303,1.2233918,-0.55125695,0.57034427,-0.14001708,-0.34524012,-0.52875894
0.627684,2.0439365,-0.080084525,0.48408112,1.9821584,-0.058009364,-0.6440396,-0.07921324,-1.1195973,0.43373182,-0.2818356,3.4839358,-0.59102255,-1.754949,-0.4894253,0.42494977,-0.029840954,-1.2584789,-0.16043232,-1.5230626,-0.48419777,-0.8751637,0.3006578,-0.1279158,-0.22014618,-0.49675003,1.1996641,-0.65451443,0.4962226,0.12477242,-0.5614688,-0.24943528
0.67407244,1.1676776,-0.39406237,0.3940946,2.2789042,-0.06447946,-1.0877161,0.21170184,-0.30925187,0.14567082,0.64879036,3.2055502,-0.6125502,-1.1727113,-0.14702901,0.6629514,-0.03736664,-1.3650274,-0.14432502,-0.41505423,-1.0621684,-1.1075984,0.12349714,-0.26224747,-0.16601364,-0.66302896,1.4014226,-0.5190912,0.9303976,-0.6039119,-0.15132204,-1.814098
1.3027835,-0.611754,-0.356195,1.0696976,-0.027467754,2.0424364,0.37132084,-0.7948055,-0.085382394,-0.59133875,0.57184803,1.0010897,-0.39589602,-0.49980754,-1.1072526,0.16910118,1.1915284,-0.6021394,2.4477112,-1.4276044,-2.5070252,0.15769097,0.19343978,-0.38570085,-0.32632226,0.048055317,-1.0702775,1.0147614,-0.029030288,-0.8616927,1.0485511,-0.91159785
0.6361547,1.1679865,-0.45818993,1.1347924,1.3063335,-0.36094797,-1.0557021,-0.079528965,0.46259403,0.7407578,0.6768337,3.34303,-0.5310602,-0.80704236,-1.0037718,0.891764,0.48452723,-1.0015045,-0.49209768,-0.29552603,-0.97690254,-1.0744171,-0.19029164,0.950436,0.34080946,-0.21856618,1.2103617,-0.7072517,0.525587,-1.0893092,-1.9556216,-1.4256018
1.5012996,0.65180933,1.3864688,1.5581683,0.8341438,-0.03623569,-1.4266318,0.3957614,0.42772147,1.5001884,-0.87750345,1.984136,-0.49292025,-1.010044,-0.29935792,-0.07146597,1.366268,0.3779528,-0.045896616,-0.5274996,0.050106835,-1.5005097,-0.62752706,-0.26731712,0.3350036,-0.7883031,0.19970635,0.47694752,0.19123603,-1.412969,-2.0649323,-1.7286506
0.034981377,0.65526646,0.5604241,0.6327674,0.3474076,0.01631197,0.3229306,0.333393,0.7144727,1.6625743,1.8940727,1.2601429,-0.525477,-0.7213159,-0.6382358,-0.5692596,2.1999028,-0.6946241,-0.4711456,-0.15480585,0.16185275,-1.107515,-1.8661951,0.9317262,1.1365048,-0.2879287,-0.48879686,-0.093617864,-0.47861445,-0.18566678,-2.066385,-2.2442584
0.6095182,-0.22961372,-0.13633113,0.026970498,-0.48418954,2.2177322,1.0835361,-0.68493515,-0.041504733,-0.1990743,2.7932243,0.23774873,-0.5167046,-1.0025319,-0.14744234,0.79926974,1.0882039,0.42054737,0.7029404,-0.8585501,-1.3890158,-0.40769207,-0.41771406,-1.7660813,-0.9415472,0.20042545,-0.8951186,1.9865047,-1.4519452,0.23940745,0.19846702,-0.6126456
0.95783013,-0.24121292,0.24986862,2.3701434,-0.18763638,0.3253133,-1.3086847,0.012256742,-0.42466602,2.234243,0.05787675,0.9169594,-0.26105782,-0.5524674,-0.42400366,-0.42670003,2.9785845,-0.18970603,0.4123026,0.20554368,-0.81643164,-0.79594475,-0.9763737,0.4213678,0.584159,-0.72326404,-0.73778486,0.6689662,-0.59110713,-1.5260556,-1.2661239,-0.74077183
-0.08345358,1.3335917,1.4103478,0.5010136,1.5845715,0.028960403,0.17760892,0.23448774,0.4385023,-0.13943186,-0.10173207,2.9891698,-1.0989454,-1.513191,-0.9796781,0.24005948,0.55041164,-1.7085301,-1.5490184,-0.2365231,-0.07626705,-1.7752883,-0.756479,-0.63168484,0.5932635,-0.86761564,1.1213766,0.59843695,0.44864404,0.26364565,-0.8093201,-0.68789506
0.3557258,1.7882147,-0.4234648,0.4662454,1.2518816,0.10171202,-0.90531784,-0.3477815,-0.48860708,0.81088537,1.5145302,3.3961189,-0.6182447,-1.3546685,-0.87078065,0.68048805,0.6002548,-1.0038925,-0.2448431,-0.81834435,-1.073408,-0.6163375,-0.48090154,0.10677478,0.46205577,-0.4172549,1.0694935,-0.27208105,0.4204777,0.06651694,-1.1208053,-1.8784273
1.1745487,1.374413,0.8681188,1.6839558,1.5569345,-0.119635925,-1.4961102,-0.047970653,-0.45655945,1.2386596,0.26726088,2.453435,-0.20102389,-1.421643,-0.8446528,0.23358074,0.9598499,-0.9297165,-0.50191677,-1.0050814,0.14340468,-1.4622076,-0.47579288,-0.51618034,0.88517404,-0.66236436,0.48368385,0.15806583,0.049335636,-0.5747577,-1.4798428,-1.4466094
1.541671,0.6749987,0.20547186,0.026411816,0.12037573,-0.20528425,-0.6512829,0.5471749,-0.00047924696,0.48175016,-0.18343791,2.5155725,-2.896004,0.33258474,1.1992947,0.06656984,1.196352,-1.4870507,-0.49808085,0.57348746,-1.1544645,-1.5020909,-0.1440264,0.48874822,0.7082662,-0.68508023,1.1237665,0.69443285,0.11848107,-0.87598145,-1.4987785,-1.248602
0.64046586,0.60004926,-0.44597614,0.26428175,-0.6638056,1.7755071,0.07082243,-0.099095,-0.30467987,-0.4819267,0.14821954,2.5511367,-2.6186025,0.012715153,1.1166612,-0.7677124,1.1520184,-1.3081098,1.0743124,-1.5038599,-1.9328215,-1.2152396,-0.30672878,-0.09739623,-0.13853005,-0.38892868,-0.13903365,0.54872566,-0.17836688,0.641045,1.5385265,0.41050857
1.0145895,0.87504923,0.16966045,1.1166826,0.12580112,0.0047038235,-1.1449605,-0.27573112,0.55117667,2.7024386,0.4654403,1.5898889,-0.6533424,-1.033124,-0.50270784,0.030462457,2.275826,-0.9147124,-0.057474263,-0.45812055,-1.0514103,-0.25980198,-1.0128446,2.2624753,0.15676741,-0.5150241,-0.32921302,-0.4550017,-0.6965589,-0.37149024,-1.6637275,-1.308314
0.86260927,0.5506571,-0.102092355,1.8562254,0.16630456,1.3514184,-0.82686365,-0.48928335,0.097123116,1.8576773,0.32268256,1.5675782,-1.1907532,-1.0250614,-0.6050122,-0.15839149,2.3758907,-1.1121495,1.4064928,-0.90197754,-1.1973914,-0.12110473,-0.9488238,1.2551807,0.466401,-0.70738095,-0.6192165,-0.8595262,-0.109296985,-0.75014293,-0.70551676,-1.3032495
